Number,City,Gender,Age,Income,Illness
122833,Boston,Female,39,94735,No
122834,Boston,Male,31,101171,No
122835,Boston,Male,30,93012,No
122836,Boston,Female,38,84257,No
122837,Boston,Male,52,93350,No
122838,Boston,Female,43,81316,No
122839,Boston,Female,42,92783,No
122840,Boston,Female,46,94234,No
122841,Boston,Female,29,74384,No
122842,Boston,Male,49,98998,No
122843,Boston,Female,27,91737,No
122844,Boston,Male,34,95150,No
122845,Boston,Male,47,94790,No
122846,Boston,Female,42,92482,No
122847,Boston,Male,45,86041,No
122848,Boston,Female,44,83836,No
122849,Boston,Male,52,96188,Yes
122850,Boston,Male,34,95734,No
122851,Boston,Female,41,84105,No
122852,Boston,Female,57,110988,No
122853,Boston,Female,63,85676,No
122854,Boston,Female,37,61517,No
122855,Boston,Male,38,112005,No
122856,Boston,Female,47,77958,No
122857,Boston,Female,50,82028,No
122858,Boston,Female,47,83731,No
122859,Boston,Male,26,91289,No
122860,Boston,Female,56,72172,No
122861,Boston,Male,61,97545,No
122862,Boston,Female,55,92441,Yes
122863,Boston,Male,40,89589,Yes
122864,Boston,Female,61,88929,Yes
122865,Boston,Male,40,97602,No
122866,Boston,Male,59,107611,No
122867,Boston,Male,31,97859,No
122868,Boston,Female,42,87841,No
122869,Boston,Female,58,72789,No
122870,Boston,Male,59,97993,No
122871,Boston,Female,63,78767,No
122872,Boston,Female,29,82297,No
122873,Boston,Male,62,110490,No
122874,Boston,Male,49,101697,No
122875,Boston,Male,55,94461,No
122876,Boston,Male,44,132348,No
122877,Boston,Female,41,89785,No
122878,Boston,Male,61,108936,No
122879,Boston,Male,58,95545,No
122880,Boston,Female,36,96586,No
122881,Boston,Female,46,83316,No
122882,Boston,Female,58,80413,No
122883,Boston,Male,36,99947,No
122884,Boston,Female,45,63112,No
122885,Boston,Female,42,79335,No
122886,Boston,Male,28,92920,No
122887,Boston,Female,51,71504,No
122888,Boston,Male,39,112885,No
122889,Boston,Female,62,100194,No
122890,Boston,Female,28,93783,No
122891,Boston,Male,61,104779,No
122892,Boston,Male,53,95095,No
122893,Boston,Male,44,103621,No
122894,Boston,Male,30,98597,No
122895,Boston,Female,37,80704,No
122896,Boston,Female,40,97162,No
122897,Boston,Female,53,73908,No
122898,Boston,Female,58,96979,No
122899,Boston,Male,34,88812,No
122900,Boston,Male,54,93194,No
122901,Boston,Female,38,90288,No
122902,Boston,Female,45,75179,No
122903,Boston,Male,56,99557,No
122904,Boston,Female,56,90973,No
122905,Boston,Male,46,94223,Yes
122906,Boston,Female,50,100033,Yes
122907,Boston,Male,49,90208,No
122908,Boston,Male,61,112203,No
122909,Boston,Male,50,103357,No
122910,Boston,Female,48,74263,No
122911,Boston,Male,37,99435,No
122912,Boston,Male,49,101264,No
122913,Boston,Male,26,99694,No
122914,Boston,Male,30,95396,No
122915,Boston,Female,29,98706,No
122916,Boston,Female,34,95979,No
122917,Boston,Female,55,98145,Yes
122918,Boston,Male,33,89473,No
122919,Boston,Male,43,76652,Yes
122920,Boston,Male,36,104708,No
122921,Boston,Female,36,89754,No
122922,Boston,Female,49,76075,No
122923,Boston,Female,59,80696,No
122924,Boston,Female,54,81913,No
122925,Boston,Male,34,85494,No
122926,Boston,Male,44,88119,No
122927,Boston,Female,62,78179,No
122928,Boston,Male,29,100948,No
122929,Boston,Male,61,102023,Yes
122930,Boston,Male,35,83691,No
122931,Boston,Female,27,94228,No
122932,Boston,Male,62,84654,No
122933,Boston,Male,39,94076,No
122934,Boston,Male,42,100808,No
122935,Boston,Male,62,109105,No
122936,Boston,Female,27,75095,No
122937,Boston,Female,58,112884,No
122938,Boston,Female,45,82469,No
122939,Boston,Male,46,106153,No
122940,Boston,Female,64,103239,No
122941,Boston,Male,48,96598,Yes
122942,Boston,Male,60,101383,No
122943,Boston,Female,60,79200,Yes
122944,Boston,Male,37,89963,No
122945,Boston,Male,43,93728,No
122946,Boston,Male,51,87846,No
122947,Boston,Male,26,102751,Yes
122948,Boston,Male,42,91131,No
122949,Boston,Female,33,98267,No
122950,Boston,Male,39,99538,No
122951,Boston,Female,44,74425,No
122952,Boston,Female,38,84820,Yes
122953,Boston,Female,61,81303,No
122954,Boston,Female,56,82449,No
122955,Boston,Male,56,103206,No
122956,Boston,Male,49,89277,No
122957,Boston,Male,63,102243,No
122958,Boston,Female,27,92707,No
122959,Boston,Male,64,104719,No
122960,Boston,Female,33,89839,No
122961,Boston,Male,55,97009,No
122962,Boston,Female,26,113169,No
122963,Boston,Female,48,69640,No
122964,Boston,Male,55,85133,No
122965,Boston,Male,32,88382,No
122966,Boston,Female,44,96903,No
122967,Boston,Female,45,88693,No
122968,Boston,Male,47,99674,Yes
122969,Boston,Female,46,56794,Yes
122970,Boston,Male,29,89904,No
122971,Boston,Female,55,93241,No
122972,Boston,Male,36,93834,No
122973,Boston,Male,55,87326,No
122974,Boston,Female,38,76218,No
122975,Boston,Male,64,103810,No
122976,Boston,Male,53,99642,No
122977,Boston,Female,47,78088,No
122978,Boston,Female,63,89813,No
122979,Boston,Female,58,98039,No
122980,Boston,Male,58,100158,No
122981,Boston,Male,62,94340,No
122982,Boston,Female,49,76606,No
122983,Boston,Female,36,89158,No
122984,Boston,Male,57,92285,No
122985,Boston,Female,28,88641,No
122986,Boston,Male,59,108959,No
122987,Boston,Female,30,95386,No
122988,Boston,Female,63,87489,No
122989,Boston,Female,50,79851,No
122990,Boston,Female,43,92974,No
122991,Boston,Male,38,98918,No
122992,Boston,Male,58,103949,No
122993,Boston,Male,57,115514,No
122994,Boston,Female,34,83217,No
122995,Boston,Female,61,80918,No
122996,Boston,Male,44,92696,No
122997,Boston,Male,51,84500,Yes
122998,Boston,Male,41,77426,No
122999,Boston,Female,32,85362,No
123000,Boston,Female,58,87668,No
123001,Boston,Female,34,87906,No
123002,Boston,Male,58,94262,No
123003,Boston,Female,53,90102,No
123004,Boston,Male,27,106152,Yes
123005,Boston,Female,40,84289,No
123006,Boston,Female,61,93878,Yes
123007,Boston,Female,48,89827,No
123008,Boston,Male,28,108724,No
123009,Boston,Male,56,90173,No
123010,Boston,Male,45,98542,No
123011,Boston,Female,34,89174,No
123012,Boston,Male,50,85963,No
123013,Boston,Male,59,88852,No
123014,Boston,Male,46,91472,No
123015,Boston,Female,62,81711,No
123016,Boston,Female,61,94027,No
123017,Boston,Male,50,95518,No
123018,Boston,Male,59,107568,No
123019,Boston,Female,52,79721,No
123020,Boston,Male,31,82523,Yes
123021,Boston,Female,38,78490,No
123022,Boston,Male,53,103994,No
123023,Boston,Male,53,90151,No
123024,Boston,Male,43,107642,No
123025,Boston,Male,48,105489,No
123026,Boston,Male,48,106959,No
123027,Boston,Male,35,91243,No
123028,Boston,Female,40,96742,No
123029,Boston,Male,52,115362,Yes
123030,Boston,Female,40,89370,No
123031,Boston,Female,40,82851,No
123032,Boston,Male,56,108050,No
123033,Boston,Female,27,76954,No
123034,Boston,Female,43,94928,No
123035,Boston,Female,29,91073,No
123036,Boston,Female,36,94108,No
123037,Boston,Female,38,79135,Yes
123038,Boston,Female,49,81772,No
123039,Boston,Female,44,94220,No
123040,Boston,Male,46,113334,No
123041,Boston,Male,65,99262,No
123042,Boston,Female,41,78522,No
123043,Boston,Female,62,77138,No
123044,Boston,Male,58,89620,No
123045,Boston,Male,57,82980,No
123046,Boston,Female,26,79406,No
123047,Boston,Male,40,106596,No
123048,Boston,Female,53,63274,No
123049,Boston,Male,51,89924,No
123050,Boston,Female,59,95296,No
123051,Boston,Female,58,87743,No
123052,Boston,Male,32,107208,No
123053,Boston,Female,52,88932,No
123054,Boston,Female,46,88462,No
123055,Boston,Female,57,94209,No
123056,Boston,Male,36,94748,No
123057,Boston,Male,54,94823,Yes
123058,Boston,Male,56,83501,No
123059,Boston,Female,41,95073,No
123060,Boston,Male,52,88655,No
123061,Boston,Female,49,93841,No
123062,Boston,Male,37,102760,No
123063,Boston,Male,47,77803,Yes
123064,Boston,Male,37,108902,No
123065,Boston,Male,32,113406,No
123066,Boston,Female,49,71014,Yes
123067,Boston,Male,54,103588,No
123068,Boston,Male,55,92446,Yes
123069,Boston,Female,63,94094,No
123070,Boston,Female,38,67650,No
123071,Boston,Female,50,71496,No
123072,Boston,Female,30,97460,No
123073,Boston,Male,39,94109,No
123074,Boston,Female,50,90647,No
123075,Boston,Male,63,82147,No
123076,Boston,Female,31,106617,No
123077,Boston,Female,60,90668,No
123078,Boston,Male,41,79876,No
123079,Boston,Female,33,85004,No
123080,Boston,Female,51,87252,No
123081,Boston,Male,59,94181,No
123082,Boston,Female,31,107991,No
123083,Boston,Male,33,111027,No
123084,Boston,Male,44,78611,No
123085,Boston,Male,47,99336,No
123086,Boston,Male,51,93919,No
123087,Boston,Female,43,88007,No
123088,Boston,Male,58,76303,No
123089,Boston,Female,43,81572,No
123090,Boston,Female,52,89109,No
123091,Boston,Female,33,66690,No
123092,Boston,Female,63,87784,No
123093,Boston,Male,39,108179,No
123094,Boston,Female,63,79761,No
123095,Boston,Female,36,82575,No
123096,Boston,Male,47,96296,No
123097,Boston,Male,63,91023,No
123098,Boston,Male,25,106792,No
123099,Boston,Male,53,90068,No
123100,Boston,Female,35,93947,No
123101,Boston,Female,56,89347,No
123102,Boston,Female,42,81820,No
123103,Boston,Female,25,83237,No
123104,Boston,Male,52,89620,No
123105,Boston,Female,30,85571,No
123106,Boston,Female,64,82792,No
123107,Boston,Female,58,77614,No
123108,Boston,Male,57,85371,Yes
123109,Boston,Male,34,95103,No
123110,Boston,Male,28,97145,No
123111,Boston,Male,53,79143,No
123112,Boston,Female,62,87278,No
123113,Boston,Female,40,94672,No
123114,Boston,Male,64,85556,No
123115,Boston,Female,54,89885,No
123116,Boston,Male,41,106039,No
123117,Boston,Male,42,88291,Yes
123118,Boston,Male,28,86624,No
123119,Boston,Female,52,82326,No
123120,Boston,Male,30,95176,No
123121,Boston,Female,41,90144,No
123122,Boston,Female,29,62128,No
123123,Boston,Female,50,91697,No
123124,Boston,Male,49,87963,No
123125,Boston,Female,37,86266,No
123126,Boston,Male,52,110134,No
123127,Boston,Female,64,89604,No
123128,Boston,Female,36,94794,No
123129,Boston,Female,61,98823,No
123130,Boston,Female,35,79016,No
123131,Boston,Female,34,74372,No
123132,Boston,Male,48,98223,No
123133,Boston,Male,40,110724,No
123134,Boston,Male,33,112674,No
123135,Boston,Male,29,84257,No
123136,Boston,Female,62,80273,No
123137,Boston,Male,60,82013,No
123138,Boston,Male,41,98394,No
123139,Boston,Female,48,105259,No
123140,Boston,Female,54,98890,No
123141,Boston,Female,31,87538,No
123142,Boston,Female,34,84733,No
123143,Boston,Female,39,89870,No
123144,Boston,Male,60,93010,No
123145,Boston,Male,62,95718,No
123146,Boston,Female,44,77555,No
123147,Boston,Female,30,87732,No
123148,Boston,Male,27,100802,No
123149,Boston,Male,34,92317,No
123150,Boston,Female,37,77217,No
123151,Boston,Male,60,95640,No
123152,Boston,Female,51,99909,No
123153,Boston,Female,29,97964,No
123154,Boston,Male,49,116371,No
123155,Boston,Male,55,92730,No
123156,Boston,Female,64,87089,No
123157,Boston,Male,45,84832,No
123158,Boston,Female,64,91958,No
123159,Boston,Female,58,92565,No
123160,Boston,Male,42,101285,No
123161,Boston,Male,41,95915,No
123162,Boston,Female,28,75122,No
123163,Boston,Female,48,91159,No
123164,Boston,Female,41,89728,No
123165,Boston,Female,26,75225,No
123166,Boston,Male,41,123486,No
123167,Boston,Female,38,87626,Yes
123168,Boston,Male,62,98946,No
123169,Boston,Female,44,111847,No
123170,Boston,Female,35,79963,No
123171,Boston,Male,62,91614,No
123172,Boston,Female,26,98633,No
123173,Boston,Female,43,94602,No
123174,Boston,Female,48,92868,No
123175,Boston,Male,37,74424,No
123176,Boston,Female,48,83015,No
123177,Boston,Male,43,95980,No
123178,Boston,Male,62,86711,No
123179,Boston,Female,28,69886,No
123180,Boston,Female,26,85215,No
123181,Boston,Female,41,77031,No
123182,Boston,Female,30,76042,No
123183,Boston,Female,54,88129,No
123184,Boston,Female,49,101344,No
123185,Boston,Male,64,88535,No
123186,Boston,Male,33,100362,No
123187,Boston,Male,37,100826,Yes
123188,Boston,Male,61,89914,No
123189,Boston,Female,33,95439,No
123190,Boston,Female,27,91638,No
123191,Boston,Female,51,69335,No
123192,Boston,Male,36,108120,No
123193,Boston,Male,46,99682,No
123194,Boston,Female,53,94531,Yes
123195,Boston,Female,65,92095,No
123196,Boston,Female,32,102145,No
123197,Boston,Male,64,109138,No
123198,Boston,Female,57,94798,No
123199,Boston,Female,35,90322,No
123200,Boston,Female,37,86893,No
123201,Boston,Female,61,82335,Yes
123202,Boston,Male,27,104127,No
123203,Boston,Male,39,108824,No
123204,Boston,Male,41,101443,No
123205,Boston,Female,39,94257,No
123206,Boston,Male,61,103077,No
123207,Boston,Female,33,91239,No
123208,Boston,Male,48,86112,No
123209,Boston,Female,53,93934,No
123210,Boston,Male,49,108309,No
123211,Boston,Male,36,115549,No
123212,Boston,Male,64,90270,Yes
123213,Boston,Male,55,102720,No
123214,Boston,Male,48,90852,No
123215,Boston,Male,33,84445,No
123216,Boston,Female,50,62815,No
123217,Boston,Female,30,109144,No
123218,Boston,Male,61,93514,No
123219,Boston,Male,33,92551,No
123220,Boston,Female,49,73257,Yes
123221,Boston,Female,34,71386,No
123222,Boston,Male,51,100830,No
123223,Boston,Female,28,85621,No
123224,Boston,Female,26,85367,No
123225,Boston,Male,45,98203,No
123226,Boston,Female,29,85824,No
123227,Boston,Male,57,96169,No
123228,Boston,Male,43,87956,No
123229,Boston,Male,45,104623,No
123230,Boston,Male,53,109971,No
123231,Boston,Male,42,78524,No
123232,Boston,Female,60,79021,No
123233,Boston,Male,56,93189,No
123234,Boston,Female,47,87249,No
123235,Boston,Male,63,99878,No
123236,Boston,Female,51,80723,No
123237,Boston,Female,40,91579,Yes
123238,Boston,Male,31,82315,No
123239,Boston,Female,44,75054,No
123240,Boston,Female,50,93682,Yes
123241,Boston,Male,59,106145,No
123242,Boston,Female,56,82773,No
123243,Boston,Female,58,88723,No
123244,Boston,Female,28,81224,No
123245,Boston,Female,53,91511,No
123246,Boston,Female,26,98404,No
123247,Boston,Female,59,80890,No
123248,Boston,Male,25,87937,No
123249,Boston,Female,63,97714,No
123250,Boston,Female,61,83127,No
123251,Boston,Male,63,95084,No
123252,Boston,Female,62,82387,No
123253,Boston,Male,46,88647,No
123254,Boston,Male,41,97309,No
123255,Boston,Male,50,94142,No
123256,Boston,Male,26,79591,No
123257,Boston,Male,63,91712,No
123258,Boston,Female,49,95621,No
123259,Boston,Male,52,84168,No
123260,Boston,Male,35,110141,No
123261,Boston,Female,31,83673,No
123262,Boston,Male,43,112787,No
123263,Boston,Female,44,85224,No
123264,Boston,Female,38,84330,No
123265,Boston,Female,49,91923,No
123266,Boston,Male,59,103705,No
123267,Boston,Female,48,79488,No
123268,Boston,Female,32,103177,No
123269,Boston,Female,61,81109,No
123270,Boston,Female,62,83954,No
123271,Boston,Male,44,94121,Yes
123272,Boston,Female,54,84694,No
123273,Boston,Male,44,104843,No
123274,Boston,Female,59,78458,No
123275,Boston,Female,59,90189,No
123276,Boston,Male,41,94972,Yes
123277,Boston,Male,59,86127,No
123278,Boston,Male,47,101436,No
123279,Boston,Male,28,85878,No
123280,Boston,Male,55,88421,No
123281,Boston,Female,49,70947,No
123282,Boston,Female,63,85813,No
123283,Boston,Male,30,75902,No
123284,Boston,Female,60,101702,No
123285,Boston,Male,37,87950,No
123286,Boston,Female,47,92408,No
123287,Boston,Male,44,92262,No
123288,Boston,Male,37,102358,No
123289,Boston,Male,45,101640,No
123290,Boston,Male,29,90050,No
123291,Boston,Female,60,93920,No
123292,Boston,Female,32,85050,No
123293,Boston,Male,37,82562,No
123294,Boston,Female,59,86838,No
123295,Boston,Female,49,100787,No
123296,Boston,Female,63,83254,No
123297,Boston,Male,37,106396,No
123298,Boston,Female,29,78001,No
123299,Boston,Male,45,102669,No
123300,Boston,Male,46,108179,No
123301,Boston,Male,43,89739,No
123302,Boston,Male,46,94297,No
123303,Boston,Male,27,89228,No
123304,Boston,Female,47,94122,No
123305,Boston,Female,46,78800,No
123306,Boston,Female,61,99284,No
123307,Boston,Female,50,78686,Yes
123308,Boston,Female,45,87178,No
123309,Boston,Female,38,81467,No
123310,Boston,Female,29,87917,No
123311,Boston,Male,57,94561,No
123312,Boston,Female,29,78252,No
123313,Boston,Female,65,86260,Yes
123314,Boston,Male,57,92098,No
123315,Boston,Female,44,80479,No
123316,Boston,Male,31,75853,No
123317,Boston,Male,51,108249,No
123318,Boston,Male,32,118855,No
123319,Boston,Male,45,102169,No
123320,Boston,Male,31,104070,No
123321,Boston,Male,61,107600,No
123322,Boston,Female,33,91124,No
123323,Boston,Female,47,79031,No
123324,Boston,Male,50,106088,No
123325,Boston,Female,51,93685,No
123326,Boston,Male,60,88136,No
123327,Boston,Male,32,105526,No
123328,Boston,Female,63,71667,No
123329,Boston,Male,54,87516,No
123330,Boston,Male,44,102819,No
123331,Boston,Male,44,109453,No
123332,Boston,Male,30,102661,No
123333,Boston,Female,30,83583,No
123334,Boston,Male,50,100643,No
123335,Boston,Male,61,99106,Yes
123336,Boston,Female,34,90713,No
123337,Boston,Male,38,95170,No
123338,Boston,Female,64,81036,No
123339,Boston,Male,55,86795,No
123340,Boston,Female,56,97160,No
123341,Boston,Female,59,91713,No
123342,Boston,Male,44,89986,No
123343,Boston,Male,56,93794,No
123344,Boston,Male,40,123949,No
123345,Boston,Female,57,96033,No
123346,Boston,Female,58,84100,No
123347,Boston,Female,40,82082,No
123348,Boston,Male,60,105590,No
123349,Boston,Female,51,83919,No
123350,Boston,Male,61,95140,No
123351,Boston,Male,57,90814,Yes
123352,Boston,Male,39,99245,Yes
123353,Boston,Female,52,86500,No
123354,Boston,Female,63,81864,No
123355,Boston,Female,38,79379,No
123356,Boston,Female,42,77683,No
123357,Boston,Male,26,94701,No
123358,Boston,Female,53,97407,No
123359,Boston,Male,47,86303,No
123360,Boston,Male,43,91904,No
123361,Boston,Female,30,78234,No
123362,Boston,Female,55,72691,No
123363,Boston,Female,48,66254,No
123364,Boston,Female,63,70894,No
123365,Boston,Female,28,76871,No
123366,Boston,Female,27,84387,No
123367,Boston,Male,32,93744,No
123368,Boston,Female,27,78245,No
123369,Boston,Female,53,74170,No
123370,Boston,Female,45,81975,No
123371,Boston,Female,36,114839,No
123372,Boston,Male,63,94503,No
123373,Boston,Female,63,88373,No
123374,Boston,Female,60,99577,No
123375,Boston,Female,63,103959,No
123376,Boston,Male,52,91640,No
123377,Boston,Female,61,77002,No
123378,Boston,Female,36,85282,No
123379,Boston,Male,40,91870,No
123380,Boston,Female,42,74176,No
123381,Boston,Female,60,89978,No
123382,Boston,Male,28,104269,No
123383,Boston,Male,31,110944,No
123384,Boston,Male,41,83302,No
123385,Boston,Male,39,86681,No
123386,Boston,Female,57,77723,No
123387,Boston,Female,44,83105,No
123388,Boston,Female,53,94674,No
123389,Boston,Female,57,83976,No
123390,Boston,Male,60,94858,No
123391,Boston,Male,28,97574,No
123392,Boston,Female,53,94560,No
123393,Boston,Female,31,78927,No
123394,Boston,Male,58,95979,No
123395,Boston,Male,61,91854,No
123396,Boston,Male,37,85971,No
123397,Boston,Female,59,81285,No
123398,Boston,Female,39,105334,No
123399,Boston,Male,59,99827,No
123400,Boston,Male,54,94922,No
123401,Boston,Female,45,98761,No
123402,Boston,Female,61,86482,No
123403,Boston,Female,50,78093,No
123404,Boston,Female,45,80575,No
123405,Boston,Female,65,92754,No
123406,Boston,Female,44,79832,No
123407,Boston,Female,34,83748,Yes
123408,Boston,Male,56,90060,No
123409,Boston,Male,62,118428,No
123410,Boston,Female,29,104834,No
123411,Boston,Male,50,80463,No
123412,Boston,Male,53,112597,No
123413,Boston,Female,43,101932,No
123414,Boston,Male,59,72965,No
123415,Boston,Female,55,105832,No
123416,Boston,Male,62,100306,No
123417,Boston,Male,65,93624,No
123418,Boston,Male,64,91015,No
123419,Boston,Female,32,98181,No
123420,Boston,Female,62,74471,No
123421,Boston,Female,47,76659,No
123422,Boston,Male,50,93806,No
123423,Boston,Female,53,93240,No
123424,Boston,Female,55,89374,No
123425,Boston,Female,53,89680,No
123426,Boston,Male,36,96089,No
123427,Boston,Male,32,94834,No
123428,Boston,Male,54,92547,Yes
123429,Boston,Female,37,87389,Yes
123430,Boston,Female,30,76451,No
123431,Boston,Male,47,95008,No
123432,Boston,Female,48,99260,No
123433,Boston,Male,42,99536,No
123434,Boston,Male,39,86221,No
123435,Boston,Male,45,90283,No
123436,Boston,Male,65,90714,No
123437,Boston,Female,42,88539,No
123438,Boston,Female,49,94348,No
123439,Boston,Female,51,82571,No
123440,Boston,Female,62,78999,No
123441,Boston,Female,57,80241,No
123442,Boston,Male,34,96637,No
123443,Boston,Female,54,81255,Yes
123444,Boston,Female,27,61563,No
123445,Boston,Female,41,87946,No
123446,Boston,Male,40,104928,No
123447,Boston,Female,45,82621,No
123448,Boston,Female,49,78158,No
123449,Boston,Female,36,72922,No
123450,Boston,Male,39,100110,No
123451,Boston,Male,57,90930,No
123452,Boston,Male,45,118316,No
123453,Boston,Male,58,100442,No
123454,Boston,Female,43,86719,No
123455,Boston,Male,47,103047,No
123456,Boston,Male,44,80761,No
123457,Boston,Female,46,82324,No
123458,Boston,Male,46,96319,No
123459,Boston,Male,55,101140,No
123460,Boston,Male,40,107532,No
123461,Boston,Male,58,90488,No
123462,Boston,Female,28,111030,No
123463,Boston,Male,30,100889,No
123464,Boston,Male,35,106627,No
123465,Boston,Female,57,74057,No
123466,Boston,Male,50,84879,No
123467,Boston,Female,29,88003,No
123468,Boston,Male,63,94166,No
123469,Boston,Male,46,83070,No
123470,Boston,Male,47,88834,No
123471,Boston,Male,65,95665,No
123472,Boston,Female,35,92708,No
123473,Boston,Male,36,86467,No
123474,Boston,Male,62,96791,No
123475,Boston,Female,37,85819,No
123476,Boston,Female,41,62978,No
123477,Boston,Female,59,90745,Yes
123478,Boston,Female,41,87775,No
123479,Boston,Male,28,90938,No
123480,Boston,Female,46,94594,No
123481,Boston,Male,35,99721,No
123482,Boston,Female,49,73159,No
123483,Boston,Male,65,76632,No
123484,Boston,Male,32,95880,No
123485,Boston,Female,63,92755,No
123486,Boston,Male,53,91761,No
123487,Boston,Male,37,107538,No
123488,Boston,Male,36,109332,No
123489,Boston,Female,29,81913,No
123490,Boston,Female,56,102321,No
123491,Boston,Male,55,95361,No
123492,Boston,Female,39,72096,No
123493,Boston,Male,34,111583,No
123494,Boston,Female,46,101190,No
123495,Boston,Male,44,91069,No
123496,Boston,Female,40,90556,No
123497,Boston,Male,56,88281,No
123498,Boston,Female,48,85091,No
123499,Boston,Female,27,87153,No
123500,Boston,Male,47,86721,No
123501,Boston,Female,58,78137,No
123502,Boston,Female,28,92333,No
123503,Boston,Male,63,78888,No
123504,Boston,Male,59,109561,No
123505,Boston,Female,50,96303,No
123506,Boston,Male,49,94001,No
123507,Boston,Male,65,86138,No
123508,Boston,Female,39,92195,No
123509,Boston,Female,62,87734,No
123510,Boston,Female,53,85489,No
123511,Boston,Male,63,115581,No
123512,Boston,Male,65,92389,No
123513,Boston,Female,42,86356,No
123514,Boston,Male,32,100364,No
123515,Boston,Male,50,84402,No
123516,Boston,Male,46,122307,No
123517,Boston,Male,51,106098,Yes
123518,Boston,Male,44,106547,No
123519,Boston,Female,28,94850,No
123520,Boston,Male,34,93054,No
123521,Boston,Female,53,81757,Yes
123522,Boston,Female,38,75459,No
123523,Boston,Male,64,75268,No
123524,Boston,Female,53,86472,Yes
123525,Boston,Male,39,95739,No
123526,Boston,Female,44,82060,No
123527,Boston,Male,56,99118,No
123528,Boston,Male,29,95467,No
123529,Boston,Male,54,90006,No
123530,Boston,Male,34,92028,No
123531,Boston,Male,41,95010,No
123532,Boston,Male,58,124101,No
123533,Boston,Male,60,90072,No
123534,Boston,Male,42,102501,No
123535,Boston,Male,45,103186,No
123536,Boston,Male,45,85818,No
123537,Boston,Female,64,99178,Yes
123538,Boston,Male,41,109630,No
123539,Boston,Female,56,78850,No
123540,Boston,Male,39,97141,No
123541,Boston,Male,57,81855,No
123542,Boston,Male,45,101279,No
123543,Boston,Male,28,90687,No
123544,Boston,Female,37,75844,No
123545,Boston,Female,63,79993,No
123546,Boston,Female,26,91559,No
123547,Boston,Male,61,85878,No
123548,Boston,Male,59,102260,No
123549,Boston,Female,56,81858,No
123550,Boston,Male,59,124154,No
123551,Boston,Male,61,90822,No
123552,Boston,Female,61,94230,No
123553,Boston,Female,26,88764,No
123554,Boston,Male,41,104019,No
123555,Boston,Female,56,76164,No
123556,Boston,Female,53,79959,No
123557,Boston,Female,38,72322,No
123558,Boston,Female,30,75767,No
123559,Boston,Male,26,106030,No
123560,Boston,Male,50,87874,No
123561,Boston,Female,49,103031,No
123562,Boston,Male,39,88195,No
123563,Boston,Male,53,92178,No
123564,Boston,Male,63,98727,No
123565,Boston,Female,46,89453,No
123566,Boston,Male,58,85267,No
123567,Boston,Male,45,94265,No
123568,Boston,Female,63,92516,No
123569,Boston,Male,33,93392,No
123570,Boston,Male,36,96749,No
123571,Boston,Male,41,104068,No
123572,Boston,Male,44,85628,No
123573,Boston,Male,58,88108,No
123574,Boston,Male,63,113899,No
123575,Boston,Female,43,90180,No
123576,Boston,Male,63,91905,No
123577,Boston,Male,52,91243,No
123578,Boston,Male,60,95914,No
123579,Boston,Female,55,87440,No
123580,Boston,Male,28,103894,No
123581,Boston,Female,57,67498,No
123582,Boston,Male,32,92227,No
123583,Boston,Female,39,91522,Yes
123584,Boston,Female,32,96449,No
123585,Boston,Female,31,72886,No
123586,Boston,Female,28,83622,No
123587,Boston,Male,55,85432,No
123588,Boston,Female,47,105532,Yes
123589,Boston,Male,48,106802,No
123590,Boston,Female,35,94303,Yes
123591,Boston,Female,39,82804,No
123592,Boston,Male,26,78323,No
123593,Boston,Female,28,88537,No
123594,Boston,Female,31,83900,No
123595,Boston,Female,58,86458,No
123596,Boston,Female,38,82196,No
123597,Boston,Female,61,83845,No
123598,Boston,Female,64,92983,No
123599,Boston,Male,54,106032,No
123600,Boston,Female,25,83644,No
123601,Boston,Male,52,92726,No
123602,Boston,Male,30,117169,No
123603,Boston,Male,31,99747,No
123604,Boston,Female,61,72583,No
123605,Boston,Female,58,97720,Yes
123606,Boston,Male,61,112335,No
123607,Boston,Female,54,85967,No
123608,Boston,Male,29,79109,No
123609,Boston,Female,38,70846,Yes
123610,Boston,Male,27,113063,No
123611,Boston,Male,47,83036,No
123612,Boston,Female,49,80066,No
123613,Boston,Male,63,99908,No
123614,Boston,Male,26,92619,No
123615,Boston,Female,30,100233,No
123616,Boston,Female,57,83800,No
123617,Boston,Male,28,106710,No
123618,Boston,Female,55,94718,No
123619,Boston,Male,31,101576,Yes
123620,Boston,Male,52,103658,No
123621,Boston,Male,47,104325,Yes
123622,Boston,Male,64,107571,No
123623,Boston,Male,54,100412,No
123624,Boston,Female,39,94383,No
123625,Boston,Male,40,92555,No
123626,Boston,Female,35,93273,No
123627,Boston,Female,43,93792,No
123628,Boston,Female,27,98484,No
123629,Boston,Female,61,95312,Yes
123630,Boston,Female,48,83931,No
123631,Boston,Male,25,86409,No
123632,Boston,Male,38,110315,No
123633,Boston,Male,58,94602,No
123634,Boston,Female,60,96402,No
123635,Boston,Female,59,81044,No
123636,Boston,Female,49,80873,No
123637,Boston,Female,33,97435,No
123638,Boston,Male,30,99738,No
123639,Boston,Female,42,96245,No
123640,Boston,Male,48,122845,No
123641,Boston,Male,43,87757,No
123642,Boston,Male,63,105387,No
123643,Boston,Female,39,81878,No
123644,Boston,Female,46,67160,Yes
123645,Boston,Female,38,87150,No
123646,Boston,Male,36,101593,No
123647,Boston,Male,44,93412,No
